id;pesid;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_principal;causa_acidente;ordem_tipo_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;id_veiculo;tipo_veiculo;marca;ano_fabricacao_veiculo;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;latitude;longitude;regional;delegacia;uop
17610;39260;06/03/2017;segunda-feira;19:00:00;MG;381;215;NAQUE;Sim;Falta de Atenção à Condução;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Retorno Regulamentado;Sim;31409;Bicicleta;;NA;Testemunha;Não Informado;NA;Não Informado;0;0;0;0;-19,23008123;-42,32678711;SR-MG;DEL4/6;UOP01/MG
17660;40710;07/03/2017;terça-feira;07:50:00;SC;101;195;BIGUACU;Sim;Defeito Mecânico no Veículo;1;Colisão lateral;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Reta;Sim;32654;Bicicleta;;NA;Condutor;Lesões Leves;17;Feminino;0;1;0;0;-27,5055;-48,6491;SR-SC;DEL8/1;UOP01/SC
17689;40843;07/03/2017;terça-feira;08:10:00;PI;343;329;TERESINA;Sim;Objeto estático sobre o leito carroçável;1;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Reta;Não;30911;Bicicleta;;NA;Condutor;Lesões Leves;43;Masculino;0;1;0;0;-5,0446853;-42,7662325;SR-PI;DEL17/1;UOP01/PI
17689;40846;07/03/2017;terça-feira;08:10:00;PI;343;329;TERESINA;Sim;Objeto estático sobre o leito carroçável;1;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Reta;Não;32807;Bicicleta;;NA;Condutor;Lesões Leves;44;Masculino;0;1;0;0;-5,0446853;-42,7662325;SR-PI;DEL17/1;UOP01/PI
17715;38750;07/03/2017;terça-feira;12:15:00;RJ;116;135;MAGE;Sim;Falta de Atenção à Condução;1;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Sim;30970;Bicicleta;;NA;Condutor;Lesões Leves;NA;Masculino;0;1;0;0;-22,64651184;-43,21098268;SR-RJ;DEL5/4;UOP02/RJ
17716;38575;07/03/2017;terça-feira;07:34:00;ES;101;376;ICONHA;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Rotatória;Sim;30798;Bicicleta;;NA;Condutor;Lesões Leves;30;Feminino;0;1;0;0;-20,7984;-40,8238;SR-ES;DEL12/3;UOP01/ES
17724;38599;07/03/2017;terça-feira;12:20:00;MG;50;32,6;ARAGUARI;Sim;Falta de Atenção à Condução;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Não;30810;Bicicleta;;NA;Condutor;Lesões Leves;16;Masculino;0;1;0;0;-18,63873321;-48,1229496;SR-MG;DEL4/15;UOP02/MG
17794;45936;07/03/2017;terça-feira;17:50:00;SC;101;38,5;JOINVILLE;Sim;Falta de Atenção à Condução;1;Colisão transversal;Sem Vítimas;Anoitecer;Crescente;Céu Claro;Dupla;Rotatória;Sim;33591;Bicicleta;;NA;Condutor;Não Informado;NA;Não Informado;0;0;0;0;-26,29628618;-48,88419178;SR-SC;DEL8/3;UOP01/SC
17824;38919;07/03/2017;terça-feira;20:00:00;MG;40;446,2;PARAOPEBA;Sim;Restrição de Visibilidade;2;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Não Informado;Não;31132;Bicicleta;;NA;Condutor;Lesões Graves;26;Masculino;0;0;1;0;-19,28927147;-44,38946486;SR-MG;DEL4/2;UOP01/MG
17824;38919;07/03/2017;terça-feira;20:00:00;MG;40;446,2;PARAOPEBA;Sim;Restrição de Visibilidade;1;Colisão lateral;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Não Informado;Não;31132;Bicicleta;;NA;Condutor;Lesões Graves;26;Masculino;0;0;1;0;-19,28927147;-44,38946486;SR-MG;DEL4/2;UOP01/MG
17882;44112;08/03/2017;quarta-feira;05:35:00;SP;116;98,6;PINDAMONHANGABA;Sim;Falta de Atenção à Condução;1;Colisão lateral;Com Vítimas Feridas;Amanhecer;Crescente;Chuva;Dupla;Não Informado;Sim;35546;Bicicleta;;NA;Condutor;Lesões Leves;0;Masculino;0;1;0;0;-22,98032422;-45,46030715;SR-SP;DEL6/6;UOP01/SP
17931;39199;08/03/2017;quarta-feira;09:10:00;ES;101;203,9;JOAO NEIVA;Sim;Falta de Atenção à Condução;1;Colisão com objeto em movimento;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Reta;Sim;31357;Bicicleta;;NA;Condutor;Lesões Leves;73;Masculino;0;1;0;0;-19,75110746;-40,37993215;SR-ES;DEL12/2;UOP01/ES
17974;39333;08/03/2017;quarta-feira;13:50:00;AL;104;35;UNIAO DOS PALMARES;Sim;Falta de Atenção à Condução;1;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Reta;Sim;31458;Bicicleta;;NA;Condutor;Lesões Graves;64;Masculino;0;0;1;0;-9,14785876;-36,01507187;SR-AL;DEL13/1;UOP02/AL
18023;39253;08/03/2017;quarta-feira;16:50:00;MS;163;369;NOVA ALVORADA DO SUL;Sim;Falta de Atenção à Condução;2;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;31403;Bicicleta;;NA;Condutor;Lesões Graves;NA;Masculino;0;0;1;0;-21,4281976;-54,3806566;SR-MS;DEL3/2;UOP01/MS
18023;39253;08/03/2017;quarta-feira;16:50:00;MS;163;369;NOVA ALVORADA DO SUL;Sim;Falta de Atenção à Condução;1;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;31403;Bicicleta;;NA;Condutor;Lesões Graves;NA;Masculino;0;0;1;0;-21,4281976;-54,3806566;SR-MS;DEL3/2;UOP01/MS
18087;39395;08/03/2017;quarta-feira;22:00:00;SC;280;128,2;RIO NEGRINHO;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Simples;Reta;Sim;31507;Bicicleta;;NA;Condutor;Lesões Leves;37;Masculino;0;1;0;0;-26,24241588;-49,51249498;SR-SC;DEL8/6;UOP03/SC
18137;43408;09/03/2017;quinta-feira;06:40:00;PR;277;114;CAMPO LARGO;Sim;Falta de Atenção à Condução;3;Colisão lateral;Com Vítimas Feridas;Amanhecer;Decrescente;Nublado;Dupla;Reta;Sim;34722;Bicicleta;;NA;Condutor;Lesões Graves;28;Feminino;0;0;1;0;-25,446544;-49,491177;SR-PR;DEL7/1;UOP05/PR
18137;43408;09/03/2017;quinta-feira;06:40:00;PR;277;114;CAMPO LARGO;Sim;Falta de Atenção à Condução;2;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Decrescente;Nublado;Dupla;Reta;Sim;34722;Bicicleta;;NA;Condutor;Lesões Graves;28;Feminino;0;0;1;0;-25,446544;-49,491177;SR-PR;DEL7/1;UOP05/PR
18137;43408;09/03/2017;quinta-feira;06:40:00;PR;277;114;CAMPO LARGO;Sim;Falta de Atenção à Condução;1;Colisão traseira;Com Vítimas Feridas;Amanhecer;Decrescente;Nublado;Dupla;Reta;Sim;34722;Bicicleta;;NA;Condutor;Lesões Graves;28;Feminino;0;0;1;0;-25,446544;-49,491177;SR-PR;DEL7/1;UOP05/PR
18179;39773;09/03/2017;quinta-feira;08:20:00;MT;364;265;SAO PEDRO DA CIPA;Sim;Falta de Atenção do Pedestre;1;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;31783;Bicicleta;;NA;Condutor;Lesões Leves;73;Masculino;0;1;0;0;-16,00115637;-54,92138118;SR-MT;DEL2/1;UOP02/MT
18219;39826;09/03/2017;quinta-feira;12:45:00;MG;381;512;IGARAPE;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;31808;Bicicleta;;NA;Condutor;Lesões Leves;17;Masculino;0;1;0;0;-20,06840257;-44,29785669;SR-MG;DEL4/1;UOP03/MG
18286;40049;09/03/2017;quinta-feira;18:10:00;BA;324;622,1;SALVADOR;Sim;Restrição de Visibilidade;1;Colisão traseira;Com Vítimas Feridas;Anoitecer;Decrescente;Nublado;Dupla;Curva;Sim;32015;Bicicleta;;NA;Condutor;Lesões Leves;66;Masculino;0;1;0;0;-12,93013742;-38,46979285;SR-BA;DEL10/1;UOP01/BA
18337;41910;09/03/2017;quinta-feira;10:20:00;PI;343;347;TERESINA;Sim;Animais na Pista;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Reta;Não;33638;Bicicleta;CALOI/MOBYLETTE;NA;Condutor;Lesões Leves;55;Masculino;0;1;0;0;-5,0849;-42,7556;SR-PI;DEL17/1;UOP01/PI
18370;40034;25/02/2017;sábado;12:35:00;PR;376;456,3;TIBAGI;Sim;Ingestão de Álcool;1;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Reta;Não;32009;Bicicleta;MONARK/;NA;Condutor;Lesões Leves;40;Masculino;0;1;0;0;-24,91746011;-50,41271925;SR-PR;DEL7/3;UOP05/PR
18422;40141;10/03/2017;sexta-feira;08:00:00;PA;316;5;ANANINDEUA;Sim;Ultrapassagem Indevida;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Sim;32115;Bicicleta;;NA;Condutor;Lesões Leves;36;Feminino;0;1;0;0;-1,38066756;-48,39859486;SR-PA;DEL19/1;UOP01/PA
18494;40399;10/03/2017;sexta-feira;12:55:00;PR;369;172;ROLANDIA;Sim;Pista Escorregadia;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Reta;Sim;32320;Bicicleta;;NA;Condutor;Lesões Graves;30;Feminino;0;0;1;0;-23,3105;-51,3695;SR-PR;DEL7/7;UOP01/PR
18557;40385;10/03/2017;sexta-feira;09:30:00;ES;101;143;LINHARES;Sim;Falta de Atenção à Condução;1;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Múltipla;Reta;Não;32323;Bicicleta;MONARK/;NA;Condutor;Lesões Leves;40;Masculino;0;1;0;0;-19,3667;-40,0653;SR-ES;DEL12/4;UOP01/ES
18584;41912;10/03/2017;sexta-feira;17:30:00;MS;163;308,1;RIO BRILHANTE;Sim;Falta de Atenção à Condução;1;Colisão traseira;Com Vítimas Fatais;Anoitecer;Decrescente;Nublado;Simples;Reta;Não;33640;Bicicleta;;NA;Condutor;Óbito;36;Feminino;0;0;0;1;-21,91068637;-54,53392029;SR-MS;DEL3/2;UOP02/MS
18593;41848;10/03/2017;sexta-feira;19:15:00;MG;116;703,6;MURIAE;Sim;Ultrapassagem Indevida;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Sim;32509;Bicicleta;;NA;Condutor;Lesões Graves;55;Masculino;0;0;1;0;-21,12908038;-42,38482744;SR-MG;DEL4/7;UOP02/MG
18616;40631;10/03/2017;sexta-feira;19:45:00;CE;222;314,2;TIANGUA;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Fatais;Plena Noite;Crescente;Chuva;Simples;Não Informado;Sim;32575;Bicicleta;;NA;Condutor;Óbito;36;Masculino;0;0;0;1;-3,74044334;-41,00630587;SR-CE;DEL16/4;UOP02/CE
18626;40537;10/03/2017;sexta-feira;20:20:00;PR;376;488;PONTA GROSSA;Sim;Falta de Atenção à Condução;1;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Reta;Sim;32440;Bicicleta;;NA;Condutor;Lesões Leves;16;Masculino;0;1;0;0;-25,08737647;-50,19421935;SR-PR;DEL7/3;UOP03/PR
18720;41287;11/03/2017;sábado;05:18:00;RO;364;343;JI-PARANA;Sim;Desobediência às normas de trânsito pelo condutor;1;Colisão transversal;Com Vítimas Feridas;Amanhecer;Decrescente;Garoa/Chuvisco;Múltipla;Reta;Sim;33188;Bicicleta;;NA;Condutor;Lesões Leves;35;Masculino;0;1;0;0;-10,8804;-61,9427;SR-RO;DEL21/2;UOP01/RO
18753;40737;11/03/2017;sábado;08:30:00;PA;316;8;ANANINDEUA;Sim;Falta de Atenção do Pedestre;1;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Sim;32703;Bicicleta;;NA;Condutor;Lesões Leves;NA;Masculino;0;1;0;0;-1,3628628;-48,36748123;SR-PA;DEL19/1;UOP01/PA
18817;41056;11/03/2017;sábado;13:15:00;SC;101;138;BALNEARIO CAMBORIU;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;32965;Bicicleta;;NA;Condutor;Ileso;NA;Masculino;1;0;0;0;-27,02507253;-48,60728949;SR-SC;DEL8/4;UOP03/SC
18854;41197;11/03/2017;sábado;10:55:00;BA;116;671,2;JEQUIE;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;32862;Bicicleta;;NA;Condutor;Lesões Graves;41;Masculino;0;0;1;0;-13,84611164;-40,11228561;SR-BA;DEL10/3;UOP01/BA
18884;43639;11/03/2017;sábado;17:15:00;RJ;356;21;ITAPERUNA;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Reta;Não;35108;Bicicleta;;NA;Condutor;Lesões Leves;35;Masculino;0;1;0;0;-21,1762;-42,0009;SR-RJ;DEL5/8;UOP03/RJ
18885;43060;11/03/2017;sábado;16:30:00;MG;116;411,1;GOVERNADOR VALADARES;Sim;Desobediência às normas de trânsito pelo condutor;1;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Interseção de vias;Não;32896;Bicicleta;MONARK/;NA;Condutor;Lesões Leves;48;Masculino;0;1;0;0;-18,85719384;-41,97517633;SR-MG;DEL4/6;UOP01/MG
18907;45855;11/03/2017;sábado;19:30:00;PR;277;7,5;PARANAGUA;Sim;Falta de Atenção à Condução;1;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Garoa/Chuvisco;Dupla;Reta;Não;34791;Bicicleta;;NA;Condutor;Lesões Leves;0;Masculino;0;1;0;0;-25,56239084;-48,58986318;SR-PR;DEL7/1;UOP07/PR
18937;44181;11/03/2017;sábado;21:20:00;TO;153;246,1;COLINAS DO TOCANTINS;Sim;Ingestão de Álcool;2;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;33065;Bicicleta;;NA;Condutor;Lesões Leves;21;Masculino;0;1;0;0;-8,05702537;-48,46626699;SR-TO;UOP03/TO;
18937;44181;11/03/2017;sábado;21:20:00;TO;153;246,1;COLINAS DO TOCANTINS;Não;Falta de Atenção à Condução;2;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;33065;Bicicleta;;NA;Condutor;Lesões Leves;21;Masculino;0;1;0;0;-8,05702537;-48,46626699;SR-TO;UOP03/TO;
18937;44181;11/03/2017;sábado;21:20:00;TO;153;246,1;COLINAS DO TOCANTINS;Sim;Ingestão de Álcool;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;33065;Bicicleta;;NA;Condutor;Lesões Leves;21;Masculino;0;1;0;0;-8,05702537;-48,46626699;SR-TO;UOP03/TO;
18937;44181;11/03/2017;sábado;21:20:00;TO;153;246,1;COLINAS DO TOCANTINS;Não;Falta de Atenção à Condução;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;33065;Bicicleta;;NA;Condutor;Lesões Leves;21;Masculino;0;1;0;0;-8,05702537;-48,46626699;SR-TO;UOP03/TO;
18937;44182;11/03/2017;sábado;21:20:00;TO;153;246,1;COLINAS DO TOCANTINS;Sim;Ingestão de Álcool;2;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;33065;Bicicleta;;NA;Passageiro;Lesões Leves;21;Feminino;0;1;0;0;-8,05702537;-48,46626699;SR-TO;UOP03/TO;
18937;44182;11/03/2017;sábado;21:20:00;TO;153;246,1;COLINAS DO TOCANTINS;Não;Falta de Atenção à Condução;2;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;33065;Bicicleta;;NA;Passageiro;Lesões Leves;21;Feminino;0;1;0;0;-8,05702537;-48,46626699;SR-TO;UOP03/TO;
18937;44182;11/03/2017;sábado;21:20:00;TO;153;246,1;COLINAS DO TOCANTINS;Sim;Ingestão de Álcool;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;33065;Bicicleta;;NA;Passageiro;Lesões Leves;21;Feminino;0;1;0;0;-8,05702537;-48,46626699;SR-TO;UOP03/TO;
18937;44182;11/03/2017;sábado;21:20:00;TO;153;246,1;COLINAS DO TOCANTINS;Não;Falta de Atenção à Condução;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;33065;Bicicleta;;NA;Passageiro;Lesões Leves;21;Feminino;0;1;0;0;-8,05702537;-48,46626699;SR-TO;UOP03/TO;
19077;41746;12/03/2017;domingo;08:10:00;PB;230;147,7;CAMPINA GRANDE;Sim;Falta de Atenção à Condução;1;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Sim;33541;Bicicleta;;NA;Condutor;Lesões Graves;15;Masculino;0;0;1;0;-7,23990469;-35,86183294;SR-PB;DEL14/2;UOP01/PB
19084;41252;12/03/2017;domingo;09:00:00;SC;101;154,2;PORTO BELO;Sim;Falta de Atenção à Condução;1;Colisão lateral;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;33158;Bicicleta;;NA;Condutor;Lesões Leves;58;Masculino;0;1;0;0;-27,17507437;-48,61157227;SR-SC;DEL8/4;UOP03/SC
19138;41701;12/03/2017;domingo;15:00:00;GO;414;439,3;ANAPOLIS;Sim;Ingestão de Álcool;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;33496;Bicicleta;;NA;Condutor;Lesões Leves;49;Masculino;0;1;0;0;-16,27809419;-48,94170463;SR-GO;DEL1/2;UOP01/GO
19168;43136;12/03/2017;domingo;17:00:00;SP;116;320;JUQUITIBA;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Não;34650;Bicicleta;;NA;Condutor;Lesões Leves;53;Masculino;0;1;0;0;-23,93498849;-47,02077627;SR-SP;DEL6/4;UOP02/SP
19192;41909;12/03/2017;domingo;18:20:00;RJ;493;0,5;ITABORAI;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Sim;33412;Bicicleta;;NA;Condutor;Lesões Leves;45;Masculino;0;1;0;0;-22,76611816;-42,92822424;SR-RJ;DEL5/4;UOP02/RJ
19253;41560;12/03/2017;domingo;19:10:00;SC;280;231,8;CANOINHAS;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Garoa/Chuvisco;Simples;Não Informado;Sim;33387;Bicicleta;;NA;Condutor;Lesões Leves;44;Feminino;0;1;0;0;-26,18988804;-50,37847102;SR-SC;DEL8/6;UOP04/SC
19343;43644;13/03/2017;segunda-feira;06:50:00;SC;116;1,2;MAFRA;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Rotatória;Sim;35123;Bicicleta;;NA;Condutor;Lesões Leves;37;Masculino;0;1;0;0;-26,11836133;-49,78802897;SR-SC;DEL8/6;UOP01/SC
19350;41971;13/03/2017;segunda-feira;08:05:00;RS;392;1,5;CAPAO DO LEAO;Sim;Restrição de Visibilidade;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Curva;Não;33681;Bicicleta;;NA;Condutor;Lesões Graves;51;Masculino;0;0;1;0;-31,7602;-52,4381;SR-RS;DEL9/7;UOP01/RS
19463;42221;13/03/2017;segunda-feira;14:43:00;SP;116;475,4;JACUPIRANGA;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Múltipla;Reta;Não;33880;Bicicleta;;NA;Testemunha;Não Informado;NA;Não Informado;0;0;0;0;-24,690852;-47,993922;SR-SP;DEL6/5;UOP02/SP
19463;42213;13/03/2017;segunda-feira;14:43:00;SP;116;475,4;JACUPIRANGA;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Múltipla;Reta;Não;33880;Bicicleta;;NA;Condutor;Lesões Graves;17;Masculino;0;0;1;0;-24,690852;-47,993922;SR-SP;DEL6/5;UOP02/SP
19477;42176;13/03/2017;segunda-feira;16:10:00;ES;101;255;SERRA;Sim;Não guardar distância de segurança;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;33849;Bicicleta;;NA;Condutor;Lesões Leves;52;Masculino;0;1;0;0;-20,116861;-40,315355;SR-ES;DEL12/2;UOP01/ES
19504;49056;13/03/2017;segunda-feira;18:30:00;RN;304;305,2;PARNAMIRIM;Sim;Ingestão de Álcool;1;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;33961;Bicicleta;;NA;Condutor;Lesões Graves;36;Masculino;0;0;1;0;-5,8853812;-35,27886182;SR-RN;DEL15/1;UOP02/RN
19517;42328;13/03/2017;segunda-feira;18:50:00;ES;262;4,2;CARIACICA;Sim;Velocidade Incompatível;1;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;33976;Bicicleta;;NA;Condutor;Lesões Leves;61;Masculino;0;1;0;0;-20,33719812;-40,37960234;SR-ES;DEL12/1;UOP01/ES
19517;42335;13/03/2017;segunda-feira;18:50:00;ES;262;4,2;CARIACICA;Sim;Velocidade Incompatível;1;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;33976;Bicicleta;;NA;Testemunha;Não Informado;NA;Não Informado;0;0;0;0;-20,33719812;-40,37960234;SR-ES;DEL12/1;UOP01/ES
19596;42701;14/03/2017;terça-feira;07:10:00;SC;282;4,1;FLORIANOPOLIS;Sim;Velocidade Incompatível;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;34289;Bicicleta;;NA;Condutor;Lesões Leves;52;Masculino;0;1;0;0;-27,59325669;-48,60314889;SR-SC;DEL8/1;UOP01/SC
19604;42522;14/03/2017;terça-feira;07:30:00;SC;101;209;SAO JOSE;Sim;Falta de Atenção à Condução;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Múltipla;Reta;Sim;34169;Bicicleta;MONARK/;NA;Condutor;Lesões Leves;21;Masculino;0;1;0;0;-27,61299702;-48,64202499;SR-SC;DEL8/1;UOP01/SC
19604;42522;14/03/2017;terça-feira;07:30:00;SC;101;209;SAO JOSE;Sim;Falta de Atenção à Condução;2;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Múltipla;Reta;Sim;34169;Bicicleta;MONARK/;NA;Condutor;Lesões Leves;21;Masculino;0;1;0;0;-27,61299702;-48,64202499;SR-SC;DEL8/1;UOP01/SC
19611;43002;14/03/2017;terça-feira;07:05:00;ES;262;1,4;CARIACICA;Sim;Falta de Atenção à Condução;1;Colisão com objeto em movimento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Interseção de vias;Sim;34544;Bicicleta;;NA;Condutor;Lesões Leves;NA;Masculino;0;1;0;0;-20,3646691;-40,4274631;SR-ES;DEL12/1;UOP01/ES
19635;42977;14/03/2017;terça-feira;10:15:00;RS;116;531;CAPAO DO LEAO;Sim;Falta de Atenção à Condução;1;Colisão transversal;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Simples;Interseção de vias;Sim;34506;Bicicleta;;NA;Condutor;Ileso;90;Masculino;1;0;0;0;-31,7652;-52,4453;SR-RS;DEL9/7;UOP01/RS
19649;42849;14/03/2017;terça-feira;12:10:00;GO;153;490;GOIANIA;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;34407;Bicicleta;;NA;Condutor;Lesões Leves;32;Masculino;0;1;0;0;-16,6254698;-49,20553476;SR-GO;DEL1/1;UOP01/GO
19679;43051;14/03/2017;terça-feira;14:40:00;PI;343;15;PARNAIBA;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Sim;34518;Bicicleta;;NA;Condutor;Lesões Leves;14;Feminino;0;1;0;0;-2,93689602;-41,75499287;SR-PI;DEL17/5;UOP01/PI
19680;42910;14/03/2017;terça-feira;14:20:00;MG;365;614,3;UBERLANDIA;Sim;Falta de Atenção à Condução;1;Colisão lateral;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;34330;Bicicleta;;NA;Condutor;Lesões Graves;44;Masculino;0;0;1;0;-18,91218355;-48,21998119;SR-MG;DEL4/15;UOP01/MG
19689;44091;14/03/2017;terça-feira;15:55:00;MG;116;278;TEOFILO OTONI;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;34389;Bicicleta;;NA;Condutor;Lesões Leves;57;Masculino;0;1;0;0;-17,87299446;-41,52032223;SR-MG;DEL4/11;UOP01/MG
19851;43234;15/03/2017;quarta-feira;09:45:00;RS;290;148,5;ELDORADO DO SUL;Sim;Falta de Atenção à Condução;1;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;34719;Bicicleta;;NA;Condutor;Lesões Graves;39;Masculino;0;0;1;0;-30,10660268;-51,69555359;SR-RS;DEL9/2;UOP01/RS
19869;43216;15/03/2017;quarta-feira;11:00:00;SC;101;117;ITAJAI;Sim;Falta de Atenção à Condução;1;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Reta;Sim;34705;Bicicleta;;NA;Condutor;Lesões Leves;29;Masculino;0;1;0;0;-26,8876;-48,7224;SR-SC;DEL8/4;UOP04/SC
19893;43259;03/02/2017;sexta-feira;05:45:00;SC;101;276,3;IMBITUBA;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Fatais;Plena Noite;Decrescente;Nublado;Dupla;Reta;Sim;34747;Bicicleta;;NA;Condutor;Óbito;42;Masculino;0;0;0;1;-28,1196;-48,6984;SR-SC;DEL8/2;UOP03/SC
